Word scores
    691. fewer (score=0.1584)
    692. doxie (score=0.1584)
    693. treap (score=0.1583)
    694. board (score=0.1583)
    695. anile (score=0.1583)
    696. fever (score=0.1583)
    697. weary (score=0.1583)
    698. coral (score=0.1583)
    699. tamer (score=0.1583)
    700. range (score=0.1582)
    701. frats (score=0.1581)
    702. egret (score=0.1580)
    703. argot (score=0.1579)
    704. pares (score=0.1579)
    705. seamy (score=0.1579)
    706. niece (score=0.1579)
    707. mores (score=0.1579)
    708. swine (score=0.1578)
    709. throe (score=0.1578)
    710. brunt (score=0.1578)
    711. dirge (score=0.1578)
    712. inane (score=0.1578)
    713. gauge (score=0.1577)
    714. lance (score=0.1577)
    715. clime (score=0.1577)
    716. doper (score=0.1577)
    717. quire (score=0.1575)
    718. lever (score=0.1575)
    719. purer (score=0.1575)
    720. herem (score=0.1575)
    721. bloke (score=0.1574)
    722. emote (score=0.1574)
    723. dowse (score=0.1574)
    724. phage (score=0.1573)
    725. hoary (score=0.1573)
    726. aside (score=0.1573)
    727. since (score=0.1573)
    728. siren (score=0.1572)
    729. boost (score=0.1571)
    730. soles (score=0.1571)
    731. amine (score=0.1570)
    732. loper (score=0.1570)
    733. terry (score=0.1569)
    734. table (score=0.1569)
    735. gofer (score=0.1569)
    736. tears (score=0.1568)
    737. karat (score=0.1568)
    738. whale (score=0.1567)
    739. troll (score=0.1567)
    740. nonce (score=0.1567)
    741. wrath (score=0.1565)
    742. bream (score=0.1565)
    743. power (score=0.1565)
    744. azine (score=0.1565)
    745. skier (score=0.1565)
    746. leapt (score=0.1564)
    747. grift (score=0.1564)
    748. ready (score=0.1563)
    749. agile (score=0.1563)
    750. shove (score=0.1562)
    751. fares (score=0.1562)
    752. honer (score=0.1562)
    753. dares (score=0.1561)
    754. fruit (score=0.1560)
    755. crams (score=0.1560)
    756. spoke (score=0.1560)
    757. poker (score=0.1558)
    758. repel (score=0.1558)
    759. arena (score=0.1557)
    760. flier (score=0.1557)
    761. taxer (score=0.1557)
    762. berry (score=0.1557)
    763. bears (score=0.1556)
    764. facie (score=0.1556)
    765. taker (score=0.1555)
    766. smile (score=0.1554)
    767. rille (score=0.1554)
    768. seats (score=0.1553)
    769. troth (score=0.1553)
    770. crags (score=0.1552)
    771. snide (score=0.1552)
    772. coney (score=0.1552)
    773. brads (score=0.1552)
    774. ardor (score=0.1552)
    775. rebel (score=0.1552)
    776. facet (score=0.1552)
    777. toque (score=0.1552)
    778. bodge (score=0.1552)
    779. grasp (score=0.1551)
    780. lurer (score=0.1550)
    781. reach (score=0.1550)
    782. sires (score=0.1549)
    783. apart (score=0.1549)
    784. foyer (score=0.1549)
    785. urged (score=0.1549)
    786. movie (score=0.1548)
    787. abide (score=0.1547)
    788. dower (score=0.1547)
    789. cheer (score=0.1546)
    790. drift (score=0.1546)
    791. saint (score=0.1546)
    792. craps (score=0.1545)
    793. moxie (score=0.1545)
    794. court (score=0.1545)
    795. fraud (score=0.1544)
    796. reran (score=0.1544)
    797. gauze (score=0.1544)
    798. hewer (score=0.1543)
    799. where (score=0.1543)
    800. scope (score=0.1542)
    801. baker (score=0.1542)
    802. yores (score=0.1542)
    803. cadge (score=0.1542)
    804. dozer (score=0.1541)
    805. swede (score=0.1541)
    806. curve (score=0.1541)
    807. above (score=0.1540)
    808. rated (score=0.1540)
    809. broth (score=0.1540)
    810. lower (score=0.1540)
    811. weber (score=0.1540)
    812. haste (score=0.1540)
    813. lapse (score=0.1540)
    814. hexer (score=0.1539)
    815. crabs (score=0.1539)
    816. orbed (score=0.1539)
    817. prank (score=0.1539)
    818. lover (score=0.1538)
    819. drawl (score=0.1538)
    820. these (score=0.1538)
    821. lathe (score=0.1538)
    822. paper (score=0.1538)
    823. pager (score=0.1538)
    824. artsy (score=0.1538)
    825. gaper (score=0.1538)
    826. toted (score=0.1537)
    827. peaty (score=0.1537)
    828. moper (score=0.1537)
    829. grunt (score=0.1537)
    830. hoper (score=0.1537)
    831. globe (score=0.1536)
    832. awoke (score=0.1536)
    833. chine (score=0.1536)
    834. arbor (score=0.1536)
